City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Kars,TR,40.602,43.095,55.85,54,0,3.44,clear sky
703,Nathdwara,IN,24.9333,73.8167,70.45,84,0,4.07,clear sky
704,Arrifes,PT,37.7667,-25.7,70.05,73,20,5.75,few clouds
705,Tupiza,BO,-21.45,-65.7167,60.12,13,57,10.58,broken clouds
706,Arcachon,FR,44.5875,-1.0519,59.32,47,0,8.05,clear sky
707,Tena,EC,-0.9833,-77.8167,80.76,88,81,0.4,light rain
708,Porto Torres,IT,40.835,8.3972,60.98,58,1,5.99,clear sky
709,Flin Flon,CA,54.7682,-101.865,53.44,87,100,2.3,overcast clouds
710,Kumluca,TR,36.3703,30.2869,77.83,61,0,2.8,clear sky
711,Grand Baie,MU,-20.0182,57.5802,71.46,69,2,8.01,clear sky
